S	mi	tpr	fpr	thr
SBS1	m0	0.301144492131617	0.009935385256722	0.456557835
SBS1	m1	0.864084507042253	0.00995385629531975	-0.44596928
SBS1	m2	0.978305785123967	0.00997681444530318	-2.2858252
SBS1	m3	0.964028776978417	0.0094674556213018	-3.2366674
SBS2.13	m0	0.277719112988384	0.00906049623640925	0.34883789
SBS2.13	m1	0.799265197060788	0.00998934469898771	-0.392617375
SBS2.13	m2	0.954593827598439	0.00998742841178935	-1.65789175
SBS2.13	m3	0.933443344334433	0.00993676603432703	-2.71904535
SBS3	m0	0.194566813509545	0.00995506394745937	0.54226795
SBS3	m1	0.723454301075269	0.00997738459491815	0.197063195
SBS3	m2	0.91669583479174	0.00994397759103638	-0.978682725
SBS3	m3	0.919337606837607	0.00999772778913888	-2.4024108
SBS5	m0	0.0762430939226519	0.00994887384275256	0.126428565
SBS5	m1	0.621565934065934	0.00993509074049548	1.05433955
SBS5	m2	0.933119886161508	0.00998185117967332	-0.751037565
SBS5	m3	0.917899761336516	0.00990791467537011	-2.1643121
SBS17	m0	0.485048678720445	0.00999091734786561	0.25837794
SBS17	m1	0.897282968853545	0.00993863393810035	-0.61911787
SBS17	m2	0.979814692256784	0.00998937300743885	-1.4021337
SBS17	m3	0.983402489626556	0.00999412110523223	-3.43116495
SBS18	m0	0.186611168921263	0.00999580595554317	0.3066498
SBS18	m1	0.698428619190906	0.00998734935748058	0.198693425
SBS18	m2	0.909959072305593	0.00999648011263643	0.065362225
SBS18	m3	0.88536449638286	0.00991325898389095	0.227126
SBS26	m0	0.330483271375465	0.00993171942892612	0.25411384
SBS26	m1	0.747052879757494	0.00997274117412406	-0.773756375
SBS26	m2	0.879646669120353	0.00998613037447993	-1.1293515
SBS26	m3	0.902006532897807	0.00761927089438519	-1.99722195
SBS31	m0	0.138575458392102	0.00996307392182816	0.49399823
SBS31	m1	0.554971988795518	0.00996436584400162	0.1119594425
SBS31	m2	0.811228334589299	0.00994269143133331	-0.53363108
SBS31	m3	0.803254437869823	0.00997639991418153	-1.3524961
SBS44	m0	0.213936430317848	0.00997624703087885	0.327571885
SBS44	m1	0.715479651162791	0.00996198715427976	0.1467824
SBS44	m2	0.859682299546142	0.00993583109087148	-1.30215185
SBS44	m3	0.897807506503159	0.00989602906175624	-1.6081567
