S	mi	tpr	fpr	thr
SBS1	m0	0.237337662337662	0.00993142586899975	0.531080215
SBS1	m1	0.797699793571218	0.00997419264839228	-0.050250955
SBS1	m2	0.944962143273151	0.00997599759975998	-1.34191275
SBS1	m3	0.910531220876048	0.00986486486486482	-2.2608875
SBS2.13	m0	0.23410950283197	0.00810231154182217	1.0720243
SBS2.13	m1	0.734356552538371	0.00997210599721055	0.699367435
SBS2.13	m2	0.900593935604877	0.00995061546399356	0.901052335
SBS2.13	m3	0.858516483516483	0.00988875154511748	-1.1143113
SBS3	m0	0.231756756756757	0.00999453423908803	0.52033455
SBS3	m1	0.733961153619776	0.00997906489881373	0.12475957
SBS3	m2	0.875895765472313	0.00992990654205606	-0.76867205
SBS3	m3	0.79064039408867	0.00971976773542038	-1.15806475
SBS5	m0	0.0904947916666667	0.00992516738873572	0.22125782
SBS5	m1	0.657242786359662	0.00993215359865707	0.814983635
SBS5	m2	0.904862579281184	0.00995912300260127	0.318201735
SBS5	m3	0.87409200968523	0.00989172570511965	-0.274107025
SBS17	m0	0.340687865022713	0.00930232558139532	0.43390125
SBS17	m1	0.786068201690469	0.00993215359865707	-0.0135985465
SBS17	m2	0.916059550205892	0.00999338672937022	-1.3884711
SBS17	m3	0.843730308758664	0.00992587008418144	-2.36951475
SBS18	m0	0.186758893280632	0.00997564998821776	0.5791437
SBS18	m1	0.773510307822649	0.00993867625290756	0.5804436
SBS18	m2	0.943548387096774	0.00994684889901287	-0.625548875
SBS18	m3	0.922640745240988	0.00918468277518725	-1.4083311
SBS44	m0	0.215980629539952	0.00999854035907166	-0.038552105
SBS44	m1	0.791559278350515	0.00998358862144422	-0.34747405
SBS44	m2	0.926622195269861	0.00994950994950994	-1.33790415
SBS44	m3	0.966978536048431	0.0099797023004059	-1.5499728
