S	mi	tpr	fpr	thr
SBS1	m0	0.647804878048781	0.0499691548426897	-0.459770685
SBS1	m1	0.888658572697661	0.0499508909779711	-1.7852022
SBS1	m2	0.96517270910648	0.0499534150361929	-3.0318222
SBS1	m3	0.972083748753739	0.0499864412907891	-3.7069727
SBS3	m0	0.298016040523428	0.0498564898479855	-0.336567225
SBS3	m1	0.756493506493506	0.0499894685108474	-1.12392205
SBS3	m2	0.912097476066144	0.0499678777928475	-2.14317265
SBS3	m3	0.93157132512672	0.0498673740053051	-2.6163115
SBS5	m0	0.377912395153774	0.0498442367601246	-0.22555819
SBS5	m1	0.808695652173913	0.0499440402909905	-1.2693951
SBS5	m2	0.92722371967655	0.0499397889069916	-1.8985331
SBS5	m3	0.916199027310138	0.0487762084393368	-2.2370914
SBS8	m0	0.417251755265797	0.0499897771416888	-0.176015495
SBS8	m1	0.839509775313685	0.0499859194593072	-1.2638171
SBS8	m2	0.94213649851632	0.0499787022575607	-2.5036235
SBS8	m3	0.95410783055199	0.0499269806498722	-2.83814135
SBS11	m0	0.828108108108108	0.0478296931158418	-1.14810865
SBS11	m1	0.974210186976144	0.0499690274623168	-2.9024923
SBS11	m2	0.994983771023901	0.0499751190730078	-4.50617055
SBS11	m3	0.996525515743757	0.0499630294707932	-4.43369665
SBS120	m0	0.452006980802792	0.0499789118515395	-0.17988704
SBS120	m1	0.826972010178117	0.0499503334752377	-0.9834196
SBS120	m2	0.952819332566168	0.049928469241774	-1.9865322
SBS120	m3	0.949817215021602	0.0499864412907891	-2.5799162
SBS126	m0	0.35167837626854	0.0499240286520513	-0.070944802
SBS126	m1	0.720520231213873	0.0499611883423894	-1.0343162
SBS126	m2	0.857142857142857	0.0499894685108474	-1.63729335
SBS126	m3	0.826086956521739	0.0498988536749831	-2.1402206
