S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.3487406	0.90000785484251	0.669471224072451	0.469728209934396	mlp
SBS1	npv	0.9	NA	NA	NA	NA	mlp
SBS2.13	precision	0.9	0.40287673	0.900096061479347	0.627875809693991	0.805712620227339	mlp
SBS2.13	npv	0.9	-1.399425	0.583168967784352	0.891556846102301	0.900020593080725	mlp
SBS3.8	precision	0.9	1.75969	0.900115975645114	0.410349613376512	0.459310428406956	mlp
SBS3.8	npv	0.9	-2.47635	0.649025667439265	0.999339105148371	0.902912621359221	mlp
SBS4	precision	0.9	-5.051717	0.900900900900901	1	1	mlp
SBS4	npv	0.9	50.79871	1	0.01	0.995726495726496	mlp
SBS17	precision	0.9	-1.66941	0.900025766555012	0.983832807570978	0.928178178178178	mlp
SBS17	npv	0.9	-1.0735583	0.931434428440416	0.972622803064443	0.900082236842105	mlp
SBS18	precision	0.9	1.4569057	0.90005711022273	0.451478908544009	0.532841373421967	mlp
SBS18	npv	0.9	-1.8936462	0.60166601924986	0.998352789515147	0.900862068965517	mlp
SBS28	precision	0.9	1.2746968	0.900105894811154	0.567212871654186	0.608307609716817	mlp
SBS28	npv	0.9	-0.5758477	0.762162162162162	0.951360569437236	0.900091379835516	mlp
SBS44	precision	0.9	-2.1811814	0.900900900900901	1	1	mlp
SBS44	npv	0.9	31.492098	1	0.01	0.995726495726496	mlp
SBS93	precision	0.9	1.2795068	0.901818181818182	0.0643654295354269	0.844071607714261	mlp
SBS93	npv	0.9	-1.4658408	0.400954653937947	0.523228652997664	0.900016328307843	mlp
