S	mi	tpr	fpr	thr
SBS1	m0	0.346666666666667	0.0498658671295565	-0.352244915
SBS1	m1	0.756765899864682	0.0499867934495509	-0.796631
SBS1	m2	0.903374777975133	0.0499320652173914	-1.5078242
SBS1	m3	0.897659227000544	0.049917149958575	-1.80040995
SBS3	m0	0.411819450907399	0.0499806576402321	-0.5839191
SBS3	m1	0.841455044612217	0.0499802449624654	-1.4720548
SBS3	m2	0.959551325628824	0.0499554580963476	-2.4358039
SBS3	m3	0.970762711864407	0.0499288295193255	-2.4934728
SBS2.13	m0	0.641601961585615	0.0499722816187534	-1.0939779
SBS2.13	m1	0.890415549597855	0.0499470759460174	-2.08968415
SBS2.13	m2	0.977304964539007	0.0499490316004078	-2.970551
SBS2.13	m3	0.977753662506782	0.0489119170984456	-2.9637469
SBS5	m0	0.327331486611265	0.0499690114657577	-0.49327027
SBS5	m1	0.834913944502986	0.0499573854323739	-1.27659245
SBS5	m2	0.967414155571128	0.0499965942374497	-3.12708925
SBS5	m3	0.972292191435768	0.0499396334101635	-3.73002125
SBS8	m0	0.298533984895602	0.0499883022693598	-0.4760521
SBS8	m1	0.749322493224932	0.0499735938737788	-0.82047775
SBS8	m2	0.935949027498323	0.0499553356696214	-2.58784925
SBS8	m3	0.964069438837303	0.0499112688553682	-3.33939
SBS17	m0	0.608549471661864	0.0499538177339901	-1.57833185
SBS17	m1	0.902228134353176	0.0499569336778639	-2.674127
SBS17	m2	0.976960110041265	0.0499760716483216	-3.91063485
SBS17	m3	0.991170825335893	0.0472547254725473	-5.28716875
SBS18	m0	0.245480112494978	0.0499801350814462	-0.47796953
SBS18	m1	0.704545454545455	0.0499473545669913	-1.0485662
SBS18	m2	0.906315789473684	0.0499829758256725	-1.92434505
SBS18	m3	0.922822491730981	0.0494885835313565	-2.37386655
SBS31	m0	0.522462562396007	0.0499605367008682	-0.934923165
SBS31	m1	0.834414475930352	0.0499637466218443	-1.88430005
SBS31	m2	0.953981008035062	0.0499425559234981	-3.21302845
SBS31	m3	0.976069246435845	0.0499527757372232	-3.4615651
SBS35	m0	0.286592865928659	0.0497823506133755	-0.49570278
SBS35	m1	0.743122306927411	0.0499900550288405	-1.01251645
SBS35	m2	0.936463113307448	0.0499931982043259	-2.3033739
SBS35	m3	0.943612774451098	0.0499525766677206	-2.69579475
