S	mi	tpr	fpr	thr
SBS1	m0	0.51247537754432	0.0498382442948325	-0.43168017
SBS1	m1	0.833574949260655	0.0499552125680425	-1.4646662
SBS1	m2	0.961774146483805	0.0499758404086422	-2.67658085
SBS1	m3	0.985412325096755	0.0499714991449743	-3.2540739
SBS2.13	m0	0.736034115138593	0.0498434667984841	-0.49653411
SBS2.13	m1	0.952914154464542	0.0499343877339595	-2.27159295
SBS2.13	m2	0.990841442472811	0.0499306518723994	-4.68685365
SBS2.13	m3	0.997183708838821	0.0499587118084228	-5.73056365
SBS4	m0	0.766642282370154	0.0499390057944495	-1.7398749
SBS4	m1	0.989278470008693	0.0499620977189719	-4.448958
SBS4	m2	0.999103407053198	0.0499725425590335	-7.01758475
SBS4	m3	0.999471179270227	0.0499443413729128	-7.2723272
SBS17	m0	0.671875	0.049798577183509	-1.0315397
SBS17	m1	0.913635019225081	0.0499965708799122	-2.328712
SBS17	m2	0.982517482517482	0.0499930948763982	-4.246889
SBS17	m3	0.986080178173719	0.0212779634867575	-4.7623676
SBS31	m0	0.590860406997501	0.0499914398219483	-0.36393914
SBS31	m1	0.901300236406619	0.0499382631362327	-1.84056825
SBS31	m2	0.970492770728829	0.0499827882960413	-3.28026115
SBS31	m3	0.981435981435981	0.0499838553438812	-3.9463662
SBS92	m0	0.457029963780046	0.048051721125284	0.0282886775
SBS92	m1	0.829602686066032	0.0499721990547679	-1.22893995
SBS92	m2	0.952300310471352	0.0499617284809686	-2.28966435
SBS92	m3	0.959062752491247	0.0466472303206997	-2.1887306
SBS109	m0	0.561350718823136	0.0499477897667943	-0.133639875
SBS109	m1	0.848338540187447	0.0499965376358978	-1.55625465
SBS109	m2	0.957364341085271	0.0499313186813187	-2.7152396
SBS109	m3	0.987877079221878	0.042240881994744	-3.87483715
