S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.5702218	0.90000606575276	0.286936762715142	0.472228384945144	mlp
SBS1	npv	0.9	-1.1479374	0.610317681276175	0.996248307870818	0.900102986611739	mlp
SBS2.13	precision	0.9	0.8255662	0.900099767209844	0.275598729227761	0.774390166554615	mlp
SBS2.13	npv	0.9	-1.2980888	0.514794981042098	0.804618768328446	0.900002084375521	mlp
SBS3	precision	0.9	1.7783781	0.900034021320027	0.218787043418332	0.6344887627769	mlp
SBS3	npv	0.9	-1.13552	0.524940617577197	0.941268090971744	0.900004693513564	mlp
SBS5	precision	0.9	2.2663167	0.900343642611684	0.0131423182648127	0.425569064386905	mlp
SBS5	npv	0.9	-1.6672783	0.57816924290953	0.999658901663356	0.901960784313723	mlp
SBS7	precision	0.9	-0.9929742	0.900367309458219	0.854466230936819	0.998041319939246	cnn
SBS7	npv	0.9	69.21831	1	0.000435729847494553	0.986711059640996	cnn
SBS8	precision	0.9	1.4161886	0.900007707129094	0.535546892914469	0.530373008365329	mlp
SBS8	npv	0.9	-1.4034773	0.653792995225938	0.993579454253612	0.900242268775831	mlp
SBS11	precision	0.9	-25.52235	0.900900900900901	1	1	mlp
SBS11	npv	0.9	258.8908	1	0.01	0.999420961204401	mlp
SBS17	precision	0.9	0.71958685	0.90006836827712	0.490743041749503	0.949989324386152	mlp
SBS17	npv	0.9	75.748695	1	6.21272365805169e-05	0.906797915460336	mlp
SBS18	precision	0.9	1.0594794	0.900022200843632	0.194672983961328	0.683946026082368	mlp
SBS18	npv	0.9	-1.267593	0.49258332899102	0.907881678778372	0.900008687342542	mlp
SBS26	precision	0.9	-3.0389113	0.900900900900901	1	1	mlp
SBS26	npv	0.9	63.063408	1	0.005	0.998841922408801	mlp
SBS30	precision	0.9	2.3220625	0.900584795321637	0.579673776662484	0.998048644504844	mlp
SBS30	npv	0.9	16.159216	1	0.00125470514429109	0.995385060799074	mlp
SBS31	precision	0.9	0.87075806	0.90077177508269	0.359753412593571	0.991530554035647	mlp
SBS31	npv	0.9	46.284344	1	0.000440334654337296	0.98685002895194	mlp
SBS44	precision	0.9	-0.6473376	0.900334448160535	0.961428571428571	0.999684590493324	cnn
SBS44	npv	0.9	18.194403	1	0.000714285714285714	0.99189345686161	cnn
SBS96	precision	0.9	-0.095014095	0.900411522633745	0.911666666666667	0.999381873738964	cnn
SBS96	npv	0.9	17.95085	1	0.000833333333333333	0.993051534452808	cnn
