S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.5178939	0.900254452926209	0.080540885084684	0.733336854336115	mlp
SBS1	npv	0.8	-0.3214929	0.601474631342165	0.438262611546166	0.800006483297405	mlp
SBS2.13	precision	0.9	0.91261446	0.900095147478592	0.184468385901623	0.772385267425881	mlp
SBS2.13	npv	0.8	-0.11870545	0.741107364298923	0.332130843855116	0.800008758101244	mlp
SBS3	precision	0.9	1.0472492	0.90000966276935	0.814021779028508	0.590036985668054	mlp
SBS3	npv	0.8	-0.017087579	0.812958740898728	0.966055478841482	0.800020584602717	mlp
SBS5	precision	0.9	2.3731263	0.9004329004329	0.0039805565124201	0.328165741577385	mlp
SBS5	npv	0.8	-1.7268151	0.672548716760625	0.999980862709075	0.857142857143037	mlp
SBS6	precision	0.9	-0.3122139	0.900917431192661	0.982	0.999883353206491	mlp
SBS6	npv	0.8	43.011505	1	0.002	0.993564993564994	mlp
SBS8	precision	0.9	0.99674857	0.900006227554854	0.759020325274417	0.533798428610133	mlp
SBS8	npv	0.8	-0.6026446	0.757060178982906	0.989303408553772	0.800130847235853	mlp
SBS10	precision	0.9	-19.750164	0.900900900900901	1	1	mlp
SBS10	npv	0.8	1246.6351	1	0.01	0.998712998712999	mlp
SBS14	precision	0.9	-28.718359	0.900900900900901	1	1	mlp
SBS14	npv	0.8	309.92615	1	0.01	0.998712998712999	mlp
SBS17	precision	0.9	0.6309638	0.900962861072902	0.256963515103962	0.975381297581001	mlp
SBS17	npv	0.8	322.84933	1	0.000392310710082385	0.967194337194337	mlp
SBS18	precision	0.9	1.4500916	0.900091659028414	0.0266521916135161	0.531862681112126	mlp
SBS18	npv	0.8	-1.1177915	0.494512026541333	0.970905143167323	0.800037306472673	mlp
SBS26	precision	0.9	-3.7962015	0.900452488687783	0.995	0.999987093443469	mlp
SBS26	npv	0.8	61.62006	1	0.005	0.997425997425997	mlp
SBS31	precision	0.9	0.8355975	0.900662251655629	0.103674340600701	0.923595768460999	mlp
SBS31	npv	0.8	9.296241	1	0.000152462265589267	0.915585585585586	mlp
SBS44	precision	0.9	-3.8341396	0.916206261510129	0.995	0.999934737776386	mlp
SBS44	npv	0.8	26.975035	1	0.001	0.987129987129987	mlp
