S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	0.53488296	0.900004193607784	0.932380662815446	0.67096018735363	mlp
SBS1	npv	0.9	-3.3866327	0.81303712509597	0.998114928549711	0.900561347233361	mlp
SBS2.13	precision	0.9	-0.32284057	0.900010313531353	0.900358533880162	0.910613878797695	mlp
SBS2.13	npv	0.9	-0.10183209	0.916479700854701	0.885062807913539	0.900002244114809	mlp
SBS3.8	precision	0.9	-0.03798163	0.900001547484564	0.951460916794817	0.829286536248562	mlp
SBS3.8	npv	0.9	-3.5461252	0.74655199794769	0.99977096489219	0.901408450704209	mlp
SBS5	precision	0.9	0.92119384	0.900210084033613	0.389545454545455	0.966453175524676	mlp
SBS5	npv	0.9	12.61544	1	0.000227272727272727	0.946341463414634	mlp
SBS10	precision	0.9	-29.205105	0.900073475385746	1	1	mlp
SBS10	npv	0.9	9208.381	1	0.000204081632653061	0.940243902439024	mlp
SBS14	precision	0.9	-3.3977396	0.900789177001127	0.99875	0.999987671671968	cnn
SBS14	npv	0.9	87.53891	1	0.00125	0.990243902439024	cnn
SBS17	precision	0.9	0.029233456	0.900093080980453	0.533713549811425	0.932896565415922	mlp
SBS17	npv	0.9	4.685532	0.994976557267247	0.273295924937908	0.900006327912422	mlp
SBS18	precision	0.9	0.7226957	0.900002530940751	0.779892973067813	0.763779712873617	mlp
SBS18	npv	0.9	-0.81004024	0.625847183554093	0.976160189490306	0.900027565928512	mlp
SBS26	precision	0.9	-4.372867	0.969932104752667	1	1	mlp
SBS26	npv	0.9	175.45467	1	0.001	0.98780487804878	mlp
SBS31	precision	0.9	-0.17559838	0.900100401606426	0.513018597997139	0.97871489457436	mlp
SBS31	npv	0.9	148.04607	1	0.000286123032904149	0.957378048780488	mlp
SBS44	precision	0.9	-2.5254614	0.900032247662044	0.996785714285714	0.998955119912429	cnn
SBS44	npv	0.9	9.922247	1	0.646326530612245	0.90000432694388	cnn
