S	mi	tpr	fpr	thr
SBS1	m0	0.343857634902411	0.00996618615411993	0.93820293
SBS1	m1	0.770150806032241	0.00998787186987227	0.0782473525
SBS1	m2	0.904032258064516	0.0099801863946577	-0.79171412
SBS1	m3	0.87741935483871	0.0099062633148701	-1.80107605
SBS2.13	m0	0.42375366568915	0.0098125884016973	1.01578375
SBS2.13	m1	0.843335103558152	0.00993119103355322	-0.34482779
SBS2.13	m2	0.955799624966515	0.00998971646834146	-1.34150395
SBS2.13	m3	0.967156862745098	0.00994145587098194	-2.792709
SBS5	m0	0.278050623347185	0.00993788819875774	1.40286495
SBS5	m1	0.875549805950841	0.0099299899985712	0.83027213
SBS5	m2	0.987304945781539	0.00995134896063687	-2.22316425
SBS5	m3	0.9968	0.00994144082799941	-3.834841
SBS17	m0	0.367944461213402	0.00999211149092827	0.923371625
SBS17	m1	0.812811761617222	0.0099615767752953	-0.38508428
SBS17	m2	0.947467166979362	0.0099882491186839	-1.3785971
SBS17	m3	0.90959595959596	0.0099857346647646	-2.2114956
SBS26	m0	0.16062945368171	0.00995243966883919	0.960555255
SBS26	m1	0.664844177145981	0.00999648011263643	0.6314444
SBS26	m2	0.831046312178388	0.00996461838399887	-0.452042345
SBS26	m3	0.734571599760335	0.00997453310696095	-1.2796645
SBS44	m0	0.292088042831648	0.0099685606931984	0.517313315
SBS44	m1	0.866788321167883	0.00998075140799881	0.793588235
SBS44	m2	0.995618556701031	0.00995024875621886	-3.09354985
SBS44	m3	0.998347107438017	0.00991524068447147	-4.7108104
