S	mi	tpr	fpr	thr
SBS1	m0	0.526449275362319	0.0499328859060403	-0.5718236
SBS1	m1	0.893048128342246	0.0499406300202556	-1.7757241
SBS1	m2	0.972058823529412	0.0499528746465598	-3.2353394
SBS1	m3	0.963649322879544	0.0245157668195003	-3.51866545
SBS2.13	m0	0.769438202247191	0.0498719043552519	-1.168642
SBS2.13	m1	0.939798339264531	0.0499379224720651	-2.42666855
SBS2.13	m2	0.985015290519878	0.0499892264598147	-3.5067319
SBS2.13	m3	0.989783653846154	0.0499754058042302	-4.2392305
SBS3	m0	0.314345114345114	0.0497831743278404	-0.40216369
SBS3	m1	0.811535100495194	0.0499411235021127	-1.15274295
SBS3	m2	0.936273029296285	0.0499927964270278	-2.2509156
SBS3	m3	0.941543513957307	0.0499617151607963	-2.56405995
SBS16	m0	0.383313656040929	0.0499385641565736	-0.044006247
SBS16	m1	0.818181818181818	0.0499445061043285	-1.264048
SBS16	m2	0.929551692589204	0.0499496909587466	-1.91184915
SBS16	m3	0.918608953015168	0.0499536607970343	-2.6147805
SBS18	m0	0.442260442260442	0.0499434438353781	-0.31922877
SBS18	m1	0.855035460992908	0.0499825723248518	-1.48448785
SBS18	m2	0.960706150341686	0.0499963452963965	-2.79465495
SBS18	m3	0.959311424100156	0.0485531171101184	-3.38538595
SBS44	m0	0.45048399106478	0.0499599964441284	-0.48894459
SBS44	m1	0.798757028706718	0.0499620454074943	-1.5357792
SBS44	m2	0.896191646191646	0.0499390112649781	-1.9765342
SBS44	m3	0.913011152416357	0.0499861149680644	-2.2123683
