S	engine	Threshold	Recall	Precision	Precision.cutoff
SBS1	mlp	-Inf	1	0.694065426638918	0.5
SBS1	mlp	0.9531494	0.661955874980674	0.900001019201761	0.9
SBS2.13	mlp	-1.6653843	0.899284975526335	0.500000541476563	0.5
SBS2.13	mlp	0.4077233	0.52475316950034	0.900002338423301	0.9
SBS3	mlp	-1.0924048	0.737131305215161	0.500000755096524	0.5
SBS3	mlp	1.2398571	0.138334016101453	0.900008691117678	0.9
SBS3.8	mlp	-0.959962	0.534020252265056	0.500001890166221	0.5
SBS3.8	mlp	7.193725	8.07506581178637e-06	1	0.9
SBS4	mlp	-2.2968073	0.777029523821659	0.500002049844007	0.5
SBS4	mlp	-0.26529336	0.640731915544286	0.900001789837304	0.9
SBS5	mlp	-1.7924217	0.990853276723124	0.500000385338339	0.5
SBS5	mlp	1.0364089	0.0113337507827176	0.900060642813827	0.9
SBS6	mlp	-3.4720078	0.945161290322581	0.500042665756464	0.5
SBS6	mlp	-0.5493183	0.876129032258064	0.900082850041425	0.9
SBS7	mlp	-4.495383	0.951474095323679	0.500004540707442	0.5
SBS7	mlp	-2.8842502	0.932084471019251	0.900013349352556	0.9
SBS8	mlp	-1.206336	0.433971323774592	0.500001920897443	0.5
SBS8	mlp	0.7417643	0.0195431810603535	0.900030712530713	0.9
SBS8.23	mlp	Inf	0	1	0.5
SBS8.23	mlp	Inf	0	1	0.9
SBS10	mlp	-24.413523	1	0.500032053336752	0.5
SBS10	mlp	-5.9758763	1	0.900069236095084	0.9
SBS11	mlp	-43.60108	1	0.500192381685264	0.5
SBS11	mlp	29.93803	1	1	0.9
SBS12	mlp	-1.1541328	0.331904312784018	0.500032293483175	0.5
SBS12	mlp	2.051894	0.108291177227129	0.900213827512473	0.9
SBS14	mlp	-4.8448486	0.983125	0.500158982511924	0.5
SBS14	mlp	1.8996596	0.973125	0.90052053209948	0.9
SBS15	cnn	-3.6534767	0.995714285714286	0.500358937544867	0.5
SBS15	cnn	-1.5169467	0.982857142857143	0.900523560209424	0.9
SBS16	mlp	-2.3077927	0.187133600740512	0.500054653347659	0.5
SBS16	mlp	-0.039120197	0.00856217216908362	0.902439024390244	0.9
SBS17	mlp	-1.8414692	0.766401362382538	0.500001663212728	0.5
SBS17	mlp	0.3479687	0.522921372376062	0.900003510188322	0.9
SBS18	mlp	-1.2199345	0.857238257772501	0.500000554857052	0.5
SBS18	mlp	0.94817245	0.121810568052313	0.900009840167564	0.9
SBS19	mlp	-3.035268	0.56	0.502242152466368	0.5
SBS19	mlp	-0.7873831	0.51	0.902654867256637	0.9
SBS22	mlp	-0.062368393	0.305467690917307	0.500184979652238	0.5
SBS22	mlp	2.9892933	0.223452327157704	0.900728597449909	0.9
SBS23	cnn	Inf	0	1	0.5
SBS23	cnn	Inf	0	1	0.9
SBS24	mlp	-1.6395328	0.106666666666667	0.507936507936508	0.5
SBS24	mlp	23.61478	0.00666666666666667	1	0.9
SBS26	mlp	-3.7712486	0.962068965517241	0.500089621796021	0.5
SBS26	mlp	-2.122278	0.902413793103448	0.900240798073615	0.9
SBS28	mlp	Inf	0	1	0.5
SBS28	mlp	Inf	0	1	0.9
SBS30	mlp	2.1927452	0.36	0.503496503496504	0.5
SBS30	mlp	5.0490484	0.105	0.91304347826087	0.9
SBS31	mlp	-2.0888553	0.0864980389393833	0.500067888662593	0.5
SBS31	mlp	-0.69219065	0.0280419925315296	0.900452488687783	0.9
SBS33	mlp	0.103280544	0.351477449455676	0.500553709856035	0.5
SBS33	mlp	2.368219	0.227838258164852	0.901538461538462	0.9
SBS35	cnn	Inf	0	1	0.5
SBS35	cnn	Inf	0	1	0.9
SBS38	mlp	-1.2006396	0.354329840044126	0.500077845243656	0.5
SBS38	mlp	1.0605335	0.210369553226696	0.900377714825307	0.9
SBS40	mlp	Inf	0	1	0.5
SBS40	mlp	Inf	0	1	0.9
SBS44	mlp	-3.6102314	0.981327930174564	0.500040798158866	0.5
SBS44	mlp	-2.8997338	0.958167082294264	0.900008784001405	0.9
SBS52	mlp	1.5785093	0.139175257731959	0.509433962264151	0.5
SBS52	mlp	3.988122	0.0721649484536082	0.933333333333333	0.9
SBS88	mlp	-1.6060449	0.683830974506672	0.500002056504518	0.5
SBS88	mlp	0.50314474	0.276483360709223	0.900003662198784	0.9
SBS92	mlp	-1.4324901	0.673297653464233	0.500002456410987	0.5
SBS92	mlp	1.2855453	0.29705144913634	0.900002004369526	0.9
SBS96	mlp	-1.6813142	1	0.50125313283208	0.5
SBS96	mlp	0.37833333	0.97	0.902325581395349	0.9
SBS109	mlp	-1.491956	0.054989231873654	0.500653594771242	0.5
SBS109	mlp	0.43169308	0.0223977027997128	0.901734104046243	0.9
SBS120	mlp	-1.4365373	0.00388426975728563	0.501355013550135	0.5
SBS120	mlp	-0.23320818	0.000167968421936676	1	0.9
SBS.A	mlp	1.6096134	0.00879765395894428	0.545454545454545	0.5
SBS.A	mlp	3.0001922	0.00293255131964809	1	0.9
SBS.D	mlp	0.45843506	0.51530612244898	0.502487562189055	0.5
SBS.D	mlp	2.4007611	0.510204081632653	0.900900900900901	0.9
