S	measure	min_value	threshold	precision	recall	npv	engine
SBS2.13	precision	0.9	0.19472873	0.900114810562572	0.66021052631579	0.92123988692855	mlp
SBS2.13	npv	0.9	1.149519	0.934705464868701	0.554526315789474	0.900018882175227	mlp
SBS3.8	precision	0.9	0.11863017	0.901960784313726	0.207622868605817	0.863022006584647	mlp
SBS3.8	npv	0.9	-1.3223932	0.677325581395349	0.46740220661986	0.900047058823529	mlp
SBS4	precision	0.9	-102.55579	0.925916666666667	1	1	mlp
SBS4	npv	0.9	-1.1805497	0.977771873893022	0.99369993699937	0.901269393511989	mlp
SBS5	precision	0.9	0.49601996	0.900662251655629	0.32189349112426	0.950935977433969	cnn
SBS5	npv	0.9	7.503	1	0.00118343195266272	0.929583333333333	cnn
SBS31	precision	0.9	2.2963483	0.900383141762452	0.34711964549483	0.962265758091993	mlp
SBS31	npv	0.9	129.592	1	0.00147710487444609	0.943583333333333	mlp
SBS44	precision	0.9	0.08134174	0.9004329004329	0.378181818181818	0.970943075615973	cnn
SBS44	npv	0.9	26.650593	1	0.00181818181818182	0.954166666666667	cnn
SBS.D	precision	0.9	-2.392105	0.903508771929825	0.572222222222222	0.993522335324304	cnn
SBS.D	npv	0.9	3.7905595	1	0.00555555555555556	0.985	cnn
