S	mi	tpr	fpr	thr
SBS1	m0	0.251266464032421	0.048776097912167	-0.696952165
SBS1	m1	0.573507462686567	0.0499605574546411	-0.9950083
SBS1	m2	0.828071510079878	0.0499870499870499	-1.46124365
SBS1	m3	0.908429902294933	0.0498929019868528	-1.98742235
SBS2.13	m0	0.717602591792657	0.0490475342709632	-1.58749295
SBS2.13	m1	0.923562152133581	0.0499440679081398	-2.550704
SBS2.13	m2	0.991548213599693	0.0499676793794441	-4.46340075
SBS2.13	m3	0.99672131147541	0.0499642843715929	-6.60579115
SBS3.8	m0	0.263368315842079	0.049977447000451	-0.5296648
SBS3.8	m1	0.649412628487518	0.0499736286919831	-1.031386
SBS3.8	m2	0.872567722243418	0.0499611700750712	-1.7260994
SBS3.8	m3	0.948089887640449	0.0499833512153612	-3.0686661
SBS5	m0	0.144762845849802	0.0499909600433918	-0.710608065
SBS5	m1	0.476009139375476	0.0499803484868335	-0.58098543
SBS5	m2	0.752732755371278	0.0499351491569391	-0.89101535
SBS5	m3	0.894343891402715	0.0499648915333161	-1.5220717
SBS10	m0	0.734769687964339	0.0499148211243612	-1.0580586
SBS10	m1	0.964438731790917	0.0499421519475511	-3.22248985
SBS10	m2	0.995959595959596	0.0499423002949096	-5.51528325
SBS10	m3	0.998438110113237	0.0319839131919414	-6.1146648
SBS14	m0	0.345188284518828	0.0499485066941298	-1.05409015
SBS14	m1	0.829947328818661	0.0499540501509781	-1.1750514
SBS14	m2	0.970859461453338	0.0499934904309335	-2.7601489
SBS14	m3	0.992546583850932	0.0499922612598669	-3.31816385
SBS17	m0	0.536668561682774	0.0499691003796239	-1.00093335
SBS17	m1	0.861837191934279	0.0499539897462863	-1.7452838
SBS17	m2	0.974868717179295	0.0499772830531576	-3.20645415
SBS17	m3	0.996445940890385	0.0499751272337657	-4.43606285
SBS18	m0	0.297079556898288	0.04990990990991	-0.79894007
SBS18	m1	0.629100733307603	0.0499967322397229	-1.38031775
SBS18	m2	0.884433962264151	0.0499710219589156	-2.35871585
SBS18	m3	0.963917525773196	0.0499797875859027	-3.7396388
SBS26	m0	0.495125348189415	0.0498712446351931	-1.17609835
SBS26	m1	0.885	0.0499607637980644	-1.55918585
SBS26	m2	0.982142857142857	0.0499837504062398	-2.83913375
SBS26	m3	0.991379310344828	0.0480654704729704	-3.9681091
SBS31	m0	0.448275862068966	0.0487609912070344	-1.09036135
SBS31	m1	0.745305164319249	0.0499478351591027	-1.6207987
SBS31	m2	0.947924823805795	0.0499387847155101	-2.5828322
SBS31	m3	0.978251507321275	0.0499720514253773	-3.365031
SBS44	m0	0.331651045421774	0.0499187964783315	-1.09189095
SBS44	m1	0.80659253375695	0.0499544685833225	-1.2070831
SBS44	m2	0.970900511207236	0.049967804249839	-2.9986698
SBS44	m3	0.99265813253012	0.0499866243742118	-3.8516314
