S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.0633688	0.900018601190476	0.562878082829223	0.863485258587804	mlp
SBS1	npv	0.9	-0.13739294	0.833045520480763	0.701489064681247	0.900007793624815	mlp
SBS2.13	precision	0.9	-0.41284883	0.900377714825307	0.424627031841461	0.95940831933169	mlp
SBS2.13	npv	0.9	39.138603	1	0.000222667557336896	0.931747720364742	mlp
SBS4	precision	0.9	-3.921268	0.900900900900901	1	1	cnn
SBS4	npv	0.9	42.386116	1	0.005	0.996960486322188	cnn
SBS5	precision	0.7	-0.33062172	0.705882352941176	0.00718132854578097	0.991580035260502	mlp
SBS5	npv	0.9	-0.21736741	0.75	0.00538599640933573	0.991534954407295	mlp
SBS6	precision	0.9	-1.41291	0.904761904761905	0.95	0.999923891865563	mlp
SBS6	npv	0.9	4.051609	1	0.01	0.998480243161094	mlp
SBS7	precision	0.9	-3.0394206	0.900008048289738	0.99379687888806	0.904813706826217	mlp
SBS7	npv	0.9	-2.9427185	0.905915940759485	0.992623795812449	0.900096292729898	mlp
SBS8.23	precision	0.9	2.0744896	1	0.0167785234899329	0.995531643260989	mlp
SBS8.23	npv	0.9	2.6355333	1	0.00335570469798658	0.995471124620061	mlp
SBS17	precision	0.9	-0.07470763	0.900038299502106	0.44628726973476	0.849089152635937	mlp
SBS17	npv	0.9	-1.4190062	0.624047754405912	0.694878774450845	0.900002074215428	mlp
SBS18	precision	0.9	Inf	0.833333333333333	0	0	mlp
SBS18	npv	0.9	8.237013	0	0	0.980379939209726	mlp
SBS38	precision	0.9	0.6977868	0.900176366843033	0.349780701754386	0.924641870215672	mlp
SBS38	npv	0.9	4.6633043	0.997496871088861	0.109237938596491	0.900003076828405	mlp
SBS96	precision	0.9	-4.352335	0.900900900900901	1	1	mlp
SBS96	npv	0.9	84.90013	1	0.005	0.996960486322188	mlp
