S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.2422633	0.900003429825765	0.814631420455427	0.495884165646503	mlp
SBS1	npv	0.9	-3.7087142	0.785851956670245	0.999968955186812	0.920000000000015	mlp
SBS2.13	precision	0.9	0.26635385	0.900040433083247	0.679003558718861	0.84145157510629	mlp
SBS2.13	npv	0.9	-0.8804745	0.750167836435764	0.83318081681071	0.900002031240479	mlp
SBS3.8	precision	0.9	1.290832	0.900004510396464	0.722290595815536	0.592527682625667	mlp
SBS3.8	npv	0.9	-0.7562535	0.744823144074881	0.983656700209947	0.900022143489814	mlp
SBS5	precision	0.9	2.0043366	0.909090909090909	0.00229200091680037	0.946895962922308	mlp
SBS5	npv	0.9	3.186735	1	0.000229200091680037	0.946792682926829	mlp
SBS10	precision	0.9	-74.89449	0.900073475385746	1	1	mlp
SBS10	npv	0.9	5548.025	1	0.000204081632653061	0.940243902439024	mlp
SBS14	precision	0.9	-1.3722173	0.900977995110024	0.92125	0.999223975462843	cnn
SBS14	npv	0.9	32.841335	1	0.00125	0.990243902439024	cnn
SBS17	precision	0.9	1.594754	0.900133155792277	0.229697587495753	0.914718864422932	mlp
SBS17	npv	0.9	14.750822	0.995738636363636	0.0793974402537094	0.900008610403828	mlp
SBS18	precision	0.9	1.4371276	0.900046061722708	0.24914571326567	0.586132741123886	mlp
SBS18	npv	0.9	-1.1481576	0.604814688217198	0.947569745499056	0.900019451468586	mlp
SBS26	precision	0.9	-5.145254	0.973709834469328	1	1	mlp
SBS26	npv	0.9	583.30664	1	0.001	0.98780487804878	mlp
SBS31	precision	0.9	0.25173807	0.90126582278481	0.111111111111111	0.965100605347646	mlp
SBS31	npv	0.9	85.1255	1	0.00031210986267166	0.960926829268293	mlp
SBS44	precision	0.9	-2.565795	0.900231237184769	0.98933619062197	0.996269201446901	mlp
SBS44	npv	0.9	10.22196	0.999921060940954	0.646308485126792	0.90000432694388	mlp
