S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.6892257	0.900063789070806	0.166863765373699	0.369036957430294	mlp
SBS1	npv	0.9	-1.7719587	0.665468286666492	0.999645222327342	0.904255319148939	mlp
SBS2.13	precision	0.9	1.8831482	0.900255754475703	0.0846438705333526	0.474866192131546	mlp
SBS2.13	npv	0.9	-1.4177142	0.55022679646675	0.997595344587121	0.900398406374501	mlp
SBS3.8	precision	0.9	Inf	0.666666666666667	0	0	cnn
SBS3.8	npv	0.9	-0.12559605	0	0	0.934712041884817	cnn
SBS4	precision	0.9	2.2081409	0.900014945449111	0.256692242114237	0.446556648682958	mlp
SBS4	npv	0.9	-0.7537395	0.643673706645999	0.991219096334186	0.900192864030859	mlp
SBS5	precision	0.9	-0.6943613	1	0.000265392781316348	0.901361256544503	mlp
SBS5	npv	0.9	-0.6943613	1	0.000265392781316348	0.901361256544503	mlp
SBS6	precision	0.9	0.015431404	0.904522613065327	0.9	0.999473711909899	cnn
SBS6	npv	0.9	36.228397	1	0.005	0.994764397905759	cnn
SBS12	precision	0.9	1.3936162	0.900008833141949	0.481430731430731	0.591666666666667	mlp
SBS12	npv	0.9	-1.4947495	0.58867945792128	0.987242487242487	0.900295420974889	mlp
SBS16	precision	0.9	1.574142	0.900093370681606	0.151176163094616	0.535869440951183	mlp
SBS16	npv	0.9	-1.351916	0.520633001813286	0.990590695243074	0.900166389351082	mlp
SBS18	precision	0.9	Inf	0.666666666666667	0	0	mlp
SBS18	npv	0.9	0.62383676	0	0	0.951910994764398	mlp
SBS19	precision	0.9	1.5462389	0.905982905982906	0.535353535353535	0.997558029618738	mlp
SBS19	npv	0.9	49.234085	1	0.00505050505050505	0.994816753926702	mlp
SBS22	precision	0.9	1.2750797	0.902050113895216	0.139093782929399	0.935066998569991	mlp
SBS22	npv	0.9	117.34151	1	0.000351246926589392	0.925471204188482	mlp
SBS23	precision	0.9	Inf	0.285714285714286	0	0	mlp
SBS23	npv	0.9	-2.272287	0	0	0.995471204188482	mlp
SBS24	precision	0.9	2.4522278	0.944444444444444	0.0578231292517007	0.992719272974884	mlp
SBS24	npv	0.9	4.6595907	1	0.00340136054421769	0.992303664921466	mlp
SBS28	precision	0.9	1.283799	0.900662251655629	0.0424116424116424	0.75593408922327	mlp
SBS28	npv	0.9	-1.6751673	0.281228519652565	0.935654885654886	0.900080710250202	mlp
SBS30	precision	0.9	Inf	0.19047619047619	0	0	mlp
SBS30	npv	0.9	0.45490718	0	0	0.997434554973822	mlp
SBS31	precision	0.9	3.6068072	0.903225806451613	0.56	0.99884632528383	mlp
SBS31	npv	0.9	20.505264	1	0.01	0.99738219895288	mlp
SBS92	precision	0.9	Inf	0.5	0	0	mlp
SBS92	npv	0.9	-1.3038487	0.275820170109356	0.110489170114383	0.900013678019423	mlp
