S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	0.6848194	0.900040090872645	0.793847241867044	0.585111427216691	mlp
SBS1	npv	0.9	-4.008704	0.725252179859805	1	1	mlp
SBS2.13	precision	0.9	-0.8724042	0.900090474344061	0.909732201175702	0.825681130171544	mlp
SBS2.13	npv	0.9	-1.4888287	0.782325092056812	0.971391247550621	0.900273224043716	mlp
SBS3	precision	0.9	3.0454025	0.902439024390244	0.0124495289367429	0.74819897084048	mlp
SBS3	npv	0.9	-2.0191627	0.330426356589147	0.917900403768506	0.929172714078374	mlp
SBS4	precision	0.9	0.23200941	0.900097943192948	0.505778756191524	0.915917602996255	mlp
SBS4	npv	0.9	1.5816822	0.979647218453189	0.397358282883875	0.900036483035389	mlp
SBS16	precision	0.9	1.7451942	0.900696864111498	0.174839364220494	0.780623708097421	mlp
SBS16	npv	0.9	-1.323492	0.400033573946617	0.805884342238755	0.900069637883008	mlp
SBS17	precision	0.9	1.8342392	0.902255639097744	0.400667779632721	0.968517708788806	mlp
SBS17	npv	0.9	301.56357	1	0.00166944908180301	0.948803418803419	mlp
SBS18	precision	0.9	0.8975331	0.900074571215511	0.413568614014048	0.620467901097683	mlp
SBS18	npv	0.9	-1.1103336	0.6064453125	0.957512420764091	0.900201207243461	mlp
SBS31	precision	0.9	0.85322714	0.901408450704225	0.155088852988691	0.908861420612813	mlp
SBS31	npv	0.9	2.9966452	0.987179487179487	0.0621970920840065	0.900025810892196	mlp
SBS44	precision	0.9	-29.377113	0.900900900900901	1	1	mlp
SBS44	npv	0.9	95.68474	1	0.01	0.991452991452991	mlp
SBS88	precision	0.9	-1.1420248	0.904761904761905	0.95	0.999482580200069	mlp
SBS88	npv	0.9	18.56839	1	0.01	0.991452991452991	mlp
