S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	-0.32347006	0.900004155239757	0.94013347078292	0.889056436857873	mlp
SBS1	npv	0.8	0.97963434	0.98252395808733	0.857761380283218	0.800009153597364	mlp
SBS2.13	precision	0.9	-1.3726138	0.900004935590543	0.942267694970869	0.931200640423665	mlp
SBS2.13	npv	0.9	-0.35604632	0.968847696776871	0.904778514126264	0.900001356649618	mlp
SBS3	precision	0.9	0.23551404	0.900004884561529	0.92774602854913	0.628275415497518	mlp
SBS3	npv	0.9	-22.296186	0.816252020714031	1	0.923076923077324	mlp
SBS4	precision	0.9	-1.4277691	0.900003104529509	0.981049069373942	0.869441044471644	mlp
SBS4	npv	0.9	-2.0801196	0.86983466468512	0.990338409475465	0.900052511815159	mlp
SBS5	precision	0.9	-0.3327341	0.909090909090909	0.00476417341591234	0.985683950955545	mlp
SBS5	npv	0.9	0.08106494	1	0.000476417341591234	0.985623287671233	mlp
SBS7	precision	0.9	-37.16859	0.900900900900901	1	1	mlp
SBS7	npv	0.9	5050.57	1	0.01	0.999315068493151	mlp
SBS17	precision	0.9	-1.9523404	0.900006853539853	0.856509261674928	0.983250894148086	mlp
SBS17	npv	0.9	130.88966	1	0.0531567962431516	0.900004132629868	mlp
SBS18	precision	0.9	2.8661995	0.900352733686067	0.16475714055188	0.964263772977973	mlp
SBS18	npv	0.9	37.02065	1	0.000161368404066484	0.957554794520548	mlp
SBS31	precision	0.9	-0.058623314	0.900057937427578	0.524122807017544	0.959438377535101	mlp
SBS31	npv	0.9	131.5193	1	8.43454790823212e-05	0.918794520547945	mlp
SBS33	precision	0.9	0.18334723	0.900473933649289	0.633333333333333	0.99848192390386	mlp
SBS33	npv	0.9	49.865788	1	0.00166666666666667	0.995890410958904	mlp
SBS44	precision	0.9	-2.8763626	0.900225056264066	1	1	cnn
SBS44	npv	0.9	29.55977	1	0.000833333333333333	0.991780821917808	cnn
SBS92	precision	0.9	-0.23216689	0.900001666638889	0.924817180729907	0.662294703642448	mlp
SBS92	npv	0.9	-233.62424	0.799887669694105	1	1	mlp
