S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	0.08593911	0.900004727908846	0.768463758755021	0.672180322248886	mlp
SBS1	npv	0.9	-2.272421	0.666639568598759	0.993117090204469	0.902432045779685	mlp
SBS2.13	precision	0.9	-0.88565737	0.902127659574468	0.553524804177546	0.997768146783277	cnn
SBS2.13	npv	0.9	26.830387	1	0.00261096605744125	0.995045278137128	cnn
SBS3	precision	0.9	1.3172698	0.900111607142857	0.0546520295453005	0.630481134699175	mlp
SBS3	npv	0.9	-0.76313365	0.534755622966851	0.907874229179373	0.900014709127013	mlp
SBS4	precision	0.9	4.8277655	0.996677740863787	1	1	mlp
SBS4	npv	0.9	320.6596	1	0.00333333333333333	0.996119016817594	mlp
SBS5	precision	0.9	1.3259258	0.90002454891371	0.29867617107943	0.435540183913321	mlp
SBS5	npv	0.9	-2.1939034	0.657123619714517	0.993849287169043	0.900690562315028	mlp
SBS6	precision	0.9	-1.3066046	0.900900900900901	1	1	mlp
SBS6	npv	0.9	69.59739	1	0.005	0.997412677878396	mlp
SBS7	precision	0.9	-4.158898	0.993377483443709	1	1	mlp
SBS7	npv	0.9	206.5239	1	0.00333333333333333	0.996119016817594	mlp
SBS8	precision	0.9	0.5754924	0.900012941633234	0.72082754617633	0.651683649718099	mlp
SBS8	npv	0.9	-2.400578	0.650911711515712	0.99235058769875	0.901809473124002	mlp
SBS11	precision	0.9	-4.0948644	0.987091875474563	1	1	mlp
SBS11	npv	0.9	637.4441	1	0.000769230769230769	0.983182406209573	mlp
SBS14	precision	0.9	-38.724354	0.900900900900901	1	1	mlp
SBS14	npv	0.9	4196.18	1	0.002	0.99353169469599	mlp
SBS17	precision	0.9	-2.7441921	0.900900900900901	1	1	mlp
SBS17	npv	0.9	118.97515	1	0.01	0.998706338939198	mlp
SBS18	precision	0.9	-0.5108553	0.901639344262295	0.0123373710183939	0.885888648466552	cnn
SBS18	npv	0.9	-1.329603	0.583299554114309	0.161395244504262	0.900085522623406	cnn
SBS26	precision	0.9	-2.2764072	0.905660377358491	0.96	0.999935228965607	mlp
SBS26	npv	0.9	12.703175	1	0.01	0.998706338939198	mlp
SBS120	precision	0.9	1.387116	0.900009000090001	0.415342761614022	0.488861453548539	mlp
SBS120	npv	0.9	-1.0015205	0.727102078808563	0.97333499470438	0.900007787555486	mlp
