S	mi	tpr	fpr	thr
SBS1	m0	0.226841944359523	0.00998198739117384	0.65157055
SBS1	m1	0.651951011107946	0.00997624703087885	0.68501792
SBS1	m2	0.816332916145181	0.00998159422341782	-0.29283145
SBS1	m3	0.657020872865275	0.00997140552826459	-0.810985575
SBS2.13	m0	0.314920444311018	0.00686067551266589	0.83610392
SBS2.13	m1	0.782695035460993	0.0099857346647646	-0.73971134
SBS2.13	m2	0.894152923538231	0.00993779938514339	-1.61349035
SBS2.13	m3	0.788039056143206	0.00993302731582513	-2.191181
SBS5	m0	0.140445859872611	0.00995912300260127	0.71569485
SBS5	m1	0.730414060172773	0.00994022432668418	0.568220855
SBS5	m2	0.924615384615385	0.00994883456509377	-1.0766286
SBS5	m3	0.937650602409639	0.00949545344813707	-1.7384865
SBS7	m0	0.696073679108095	0.00997797963115887	0.5616033
SBS7	m1	0.999433267214508	0.00998844873275806	-6.1737952
SBS7	m2	0.999703966844287	0.00996844520940909	-9.988395
SBS7	m3	1	0.00992555831265507	-10.32981
SBS17	m0	0.472009788926277	0.00930511781479815	0.7769584
SBS17	m1	0.901921422426154	0.00996002439189647	-0.63649105
SBS17	m2	0.975674091441969	0.00999281092739035	-2.41282665
SBS17	m3	0.982768052516411	0.00992473740798938	-3.5080384
SBS18	m0	0.185086943707633	0.00999848507801848	0.90294785
SBS18	m1	0.69369619550125	0.00996927278934789	0.501900705
SBS18	m2	0.874351585014409	0.00996246029454229	-0.293975215
SBS18	m3	0.870092790863669	0.00996523754345302	-0.97942327
SBS38	m0	0.398207056101793	0.00997183527441581	1.3071017
SBS38	m1	0.801082929609575	0.00997489312614508	-0.345352335
SBS38	m2	0.91224429291432	0.00996487203383756	-1.49407065
SBS38	m3	0.82392776523702	0.00993200397280158	-1.93853795
