S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	0.6533755	0.900003283964402	0.906073329586405	0.538048780487805	mlp
SBS1	npv	0.9	-1.3893957	0.832497658273183	0.999041227229147	0.901315789473682	mlp
SBS2.13	precision	0.9	1.1215014	0.900120544170828	0.34417593994864	0.676527895044489	mlp
SBS2.13	npv	0.9	-1.5275245	0.450179233246248	0.975768749588464	0.900081455335324	mlp
SBS3	precision	0.9	0.7585672	0.900013183419026	0.82220157599532	0.579946350186961	cnn
SBS3	npv	0.9	-0.978083	0.760580379398106	0.997488042393586	0.900338983050849	cnn
SBS5	precision	0.9	2.5764213	0.902439024390244	0.00138980185932951	0.314974426364679	cnn
SBS5	npv	0.9	-1.0542774	0.685290294348559	1	1	cnn
SBS6	precision	0.9	-57.442825	0.900900900900901	1	1	mlp
SBS6	npv	0.9	200.63423	1	0.01	0.997267759562842	mlp
SBS17	precision	0.9	0.65332896	0.900128452151574	0.47597215146884	0.907844835309224	mlp
SBS17	npv	0.9	1.1113458	0.939759036144578	0.423841059602649	0.900014729709825	mlp
SBS18	precision	0.9	1.616716	0.900033377837116	0.243762429940336	0.453363389852658	mlp
SBS18	npv	0.9	-1.10407	0.6122114957834	0.997514011932743	0.900722021660649	mlp
SBS26	precision	0.9	-22.563192	0.900900900900901	1	1	mlp
SBS26	npv	0.9	72.623245	1	0.01	0.997267759562842	mlp
SBS31	precision	0.9	0.29094064	0.900442477876106	0.0596336996336996	0.916905073204831	cnn
SBS31	npv	0.9	3.307276	1	0.000146520146520147	0.912162162162162	cnn
SBS44	precision	0.9	-20.254484	0.900900900900901	1	1	mlp
SBS44	npv	0.9	101.85861	1	0.01	0.997267759562842	mlp
