S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	-8.283598	0.937875432525952	1	1	mlp
SBS1	npv	0.9	-2.4333801	0.938575074716286	0.999911454144315	0.900826446281043	mlp
SBS2.13	precision	0.9	0.3716874	0.900014768867228	0.285152777127884	0.889076051245376	mlp
SBS2.13	npv	0.9	-0.14592206	0.814134640185711	0.369238687941603	0.900002225387217	mlp
SBS3.8	precision	0.9	0.6074301	0.900002372563674	0.826618944111222	0.735671514114628	mlp
SBS3.8	npv	0.9	-0.84626514	0.788406842126347	0.964959877098076	0.90000621755215	mlp
SBS4	precision	0.9	1.7256203	0.902097902097902	0.645	0.999750742579399	mlp
SBS4	npv	0.9	151.8469	1	0.005	0.999307958477509	mlp
SBS6	precision	0.9	-3.1381	0.900045433893685	0.9905	0.999866478799996	mlp
SBS6	npv	0.9	127.47205	1	0.00025	0.986159169550173	mlp
SBS10	precision	0.9	-16.796331	0.900032144005143	1	1	mlp
SBS10	npv	0.9	775.9993	1	0.000357142857142857	0.990311418685121	mlp
SBS14	precision	0.9	-2.0499067	0.943396226415094	1	1	mlp
SBS14	npv	0.9	135.99312	1	0.005	0.999307958477509	mlp
SBS15	precision	0.9	-0.93935496	0.901069518716578	0.962857142857143	0.999909801459135	cnn
SBS15	npv	0.9	16.652807	1	0.00142857142857143	0.99757785467128	cnn
SBS17	precision	0.9	-0.18772179	0.900007865654619	0.775450040238892	0.858467748394227	mlp
SBS17	npv	0.9	-1.5250354	0.667626027545543	0.888220593841332	0.90000151570268	mlp
SBS18	precision	0.9	0.7754122	0.900000621693368	0.836164522817982	0.778650019508389	mlp
SBS18	npv	0.9	-0.24808097	0.82383731726045	0.948166417337161	0.900002228610907	mlp
SBS26	precision	0.9	-0.68243927	0.90046511627907	0.968	0.999888860332169	cnn
SBS26	npv	0.9	79.38933	1	0.001	0.996539792387543	cnn
SBS30	precision	0.9	2.3841853	0.903225806451613	0.84	0.999944619048278	cnn
SBS30	npv	0.9	13.524122	1	0.01	0.999653979238754	cnn
SBS44	precision	0.9	-3.5154676	0.900002534789993	0.994621547425626	0.999230615107193	mlp
SBS44	npv	0.9	21.106525	1	0.211636506246849	0.900002131847672	mlp
SBS88	precision	0.9	1.0033195	0.900003655505191	0.573633657772264	0.592375415559899	mlp
SBS88	npv	0.9	-1.2163672	0.688443515782446	0.973002254180719	0.90001725699987	mlp
