S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	1.0049202	0.900006397543343	0.761894446099272	0.556782095871768	mlp
SBS1	npv	0.75	-2.5781326	0.724650212230781	0.998564813561158	0.75233644859813	mlp
SBS2.13	precision	0.9	-1.9013052	0.900008526239502	0.98811167536449	0.878672080248388	mlp
SBS2.13	npv	0.9	-2.2025084	0.883681206515852	0.992768715920526	0.90016155088853	mlp
SBS4	precision	0.9	-3.3292298	0.904109589041096	0.99	0.999960693368971	mlp
SBS4	npv	0.9	172.42432	1	0.005	0.996086105675147	mlp
SBS6	precision	0.9	-29.472975	0.900900900900901	1	1	mlp
SBS6	npv	0.9	43.608627	1	0.0025	0.992172211350294	mlp
SBS17	precision	0.9	0.08206868	0.900061881188119	0.62965367965368	0.964256617017276	mlp
SBS17	npv	0.9	226.63954	1	0.000216450216450216	0.90958904109589	mlp
SBS31	precision	0.9	0.6601472	0.905172413793103	0.525	0.998136706874571	mlp
SBS31	npv	0.9	65.08032	1	0.005	0.996086105675147	mlp
SBS44	precision	0.9	1.7399551	0.908256880733945	0.99	0.99998038908064	cnn
SBS44	npv	0.9	23.640907	1	0.01	0.998043052837573	cnn
SBS92	precision	0.9	0.8011363	0.900013858093126	0.750028871694191	0.610648918469218	mlp
SBS92	npv	0.9	-6.878731	0.677821483786376	1	1	mlp
SBS109	precision	0.9	0.9627516	0.900134048257373	0.380237825594564	0.909013446391088	mlp
SBS109	npv	0.9	1.9094169	0.9479618386817	0.309456398640997	0.900010246951532	mlp
