S	mi	tpr	fpr	thr
SBS1	m0	0.235097493036212	0.00993377483443714	0.63958115
SBS1	m1	0.630627009646302	0.00998396735169804	0.237360095
SBS1	m2	0.824150058616647	0.00995057232049945	-0.5106947
SBS1	m3	0.788784514659835	0.00996692792098941	-0.757733815
SBS2.13	m0	0.451827242524917	0.00994546037856914	0.56257148
SBS2.13	m1	0.684050412863972	0.00999352936947295	-0.27792722
SBS2.13	m2	0.833463035019455	0.00995769606247965	-0.486672925
SBS2.13	m3	0.873862158647594	0.00986228342958684	-1.6873028
SBS5	m0	0.152603231597846	0.00990934008011812	1.057189
SBS5	m1	0.646190666134822	0.00999781069838723	0.7528805
SBS5	m2	0.842528315674096	0.00993551783129354	-0.418104315
SBS5	m3	0.795186891961085	0.0091789667896679	-0.38543311
SBS6	m0	0.294520547945205	0.00998227446590172	-0.247344225
SBS6	m1	0.842798727850977	0.0099935755585695	0.29743805
SBS6	m2	0.958667736757624	0.00997215566923526	-1.8319719
SBS6	m3	0.977493138151876	0.00998956314298494	-2.0896208
SBS10	m0	0.82051282051282	0.00992869392544449	-2.77836255
SBS10	m1	0.991352201257862	0.00997456152095333	-3.32791055
SBS10	m2	0.999214454045562	0.00994216648255253	-4.87134195
SBS10	m3	1	0.00815738963531665	-5.66234425
SBS17	m0	0.269987699876999	0.00996747455670965	1.2036455
SBS17	m1	0.633713561470216	0.00996893736906734	1.131773
SBS17	m2	0.838684719535783	0.00996742671009776	-0.2288211
SBS17	m3	0.829988851727982	0.00995545049549962	-1.95788505
SBS18	m0	0.340277777777778	0.00936995153473341	0.9180277
SBS18	m1	0.686688311688312	0.00996653571948203	0.237263125
SBS18	m2	0.829779411764706	0.00999014130791986	0.694971375
SBS18	m3	0.795901412351149	0.00996587030716722	-0.96372199
SBS26	m0	0.343878954607978	0.00999690817273013	0.255259385
SBS26	m1	0.720606308889799	0.00994988742828096	-0.0701099475
SBS26	m2	0.842267643655997	0.00997262416894795	-1.2009414
SBS26	m3	0.840182648401826	0.00998833138856481	-1.99176335
SBS44	m0	0.216981132075472	0.00999705968832698	0.0669967525
SBS44	m1	0.689774696707106	0.00999856135807797	0.75214115
SBS44	m2	0.914135277440259	0.00995732574679942	-0.825692595
SBS44	m3	0.928806855636124	0.00998336106489184	-1.5456533
SBS88	m0	0.243615934627171	0.00902271986085446	0.43706684
SBS88	m1	0.602819237147595	0.0099289752137991	0.29634826
SBS88	m2	0.767830045523521	0.009935289888228	0.13287024
SBS88	m3	0.754212667054038	0.00998013005780352	-2.0149742
SBS28	m0	0.152258784160625	0.00993165313968392	0.7400181
SBS28	m1	0.549660441426146	0.00996102208748373	0.895043475
SBS28	m2	0.780752813348855	0.00996223466597213	0.084447052
SBS28	m3	0.730565371024735	0.00995944118972514	-0.496123705
