,0
0,0.3865751624107361
1,0.37352171540260315
2,0.36909720301628113
3,0.36430901288986206
4,0.3629460036754608
5,0.358430415391922
6,0.3553959131240845
7,0.3560030460357666
8,0.35265421867370605
9,0.3516092300415039
10,0.3504563271999359
11,0.34996497631073
12,0.3480674624443054
13,0.3475040793418884
14,0.3471112847328186
15,0.3464968204498291
16,0.34467214345932007
17,0.3442056179046631
18,0.34332844614982605
19,0.3434861898422241
20,0.34379664063453674
21,0.3407597839832306
22,0.3402544856071472
23,0.33996403217315674
24,0.3401467204093933
25,0.33834415674209595
26,0.3379844129085541
27,0.33868974447250366
28,0.33882635831832886
29,0.3384445905685425
30,0.33691975474357605
31,0.3359687924385071
32,0.33672046661376953
33,0.3357805609703064
34,0.33628425002098083
35,0.33603930473327637
36,0.33529844880104065
37,0.33472785353660583
38,0.33414068818092346
39,0.33497798442840576
40,0.33486002683639526
41,0.33361995220184326
42,0.332524836063385
43,0.3326013386249542
44,0.33192533254623413
45,0.3321291506290436
46,0.33214330673217773
47,0.3314937949180603
48,0.33168938755989075
49,0.33015453815460205
