S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	-1711.5863	0.942543252595156	1	1	mlp
SBS1	npv	0.9	-3.6655176	0.95690410582882	0.998223168560363	0.900082576383156	mlp
SBS2.13	precision	0.9	-0.7284386	0.90001432459533	0.852576280386151	0.968330182314874	mlp
SBS2.13	npv	0.9	5.4536924	0.999167723525682	0.488717869189315	0.900003412076476	mlp
SBS3.8	precision	0.9	-1.4536014	0.900002384301757	0.98664331643055	0.96777895480226	mlp
SBS3.8	npv	0.9	0.74962354	0.972522660477012	0.946223012180459	0.900003887873722	mlp
SBS4	precision	0.9	-5.6942883	0.943396226415094	1	1	mlp
SBS4	npv	0.9	4337.2183	1	0.005	0.999307958477509	mlp
SBS6	precision	0.9	-5.4304934	0.98449421609648	1	1	mlp
SBS6	npv	0.9	520.1741	1	0.00025	0.986159169550173	mlp
SBS10	precision	0.9	-32.600174	0.900032144005143	1	1	mlp
SBS10	npv	0.9	11325.174	1	0.000357142857142857	0.990311418685121	mlp
SBS14	precision	0.9	-4.6744447	0.900900900900901	1	1	mlp
SBS14	npv	0.9	659.3233	1	0.005	0.999307958477509	mlp
SBS15	precision	0.9	-5.7714334	0.99290780141844	1	1	mlp
SBS15	npv	0.9	306.608	1	0.00142857142857143	0.99757785467128	mlp
SBS17	precision	0.9	-2.3408446	0.90000218526693	0.987657775042167	0.989816633491082	mlp
SBS17	npv	0.9	8.056599	0.999971934551374	0.85444328092151	0.900004392997562	mlp
SBS18	precision	0.9	-2.2879574	0.900003443915831	0.99265811107795	0.984220470236984	mlp
SBS18	npv	0.9	0.8702402	0.983728508949036	0.938589684456141	0.900001767221574	mlp
SBS26	precision	0.9	-4.176853	1	1	0.999996527789834	mlp
SBS26	npv	0.9	2335.1094	1	0.001	0.996539792387543	mlp
SBS30	precision	0.9	-2.7170093	0.900900900900901	1	1	mlp
SBS30	npv	0.9	125.37044	1	0.01	0.999653979238754	mlp
SBS44	precision	0.9	-3.690214	0.90032803628475	0.995294117647059	0.999171408053914	mlp
SBS44	npv	0.9	23.128572	1	0.211680672268908	0.900001421241881	mlp
SBS88	precision	0.9	-0.30219328	0.90000399664282	0.957893561474124	0.91085520020713	mlp
SBS88	npv	0.9	-0.11906576	0.913411418409272	0.950385758569902	0.90000750131273	mlp
