S	measure	min_value	threshold	precision	recall	npv	engine
SBS1	precision	0.9	0.8796893	0.900021317416329	0.4493760144754	0.618458049468531	mlp
SBS1	npv	0.8	-1.8845403	0.515795910515033	0.99878928181794	0.800875273522974	mlp
SBS2.13	precision	0.9	-0.01202935	0.900005917976841	0.714583300703244	0.808788349351576	mlp
SBS2.13	npv	0.9	-2.0088859	0.55253847920974	0.941782699265431	0.900016139444803	mlp
SBS3	precision	0.9	1.11107	0.900004710833346	0.559410869055985	0.451614470711145	mlp
SBS3	npv	0.9	-1.747979	0.720312356583565	0.995744514718513	0.900183150183151	mlp
SBS4	precision	0.9	-0.90472364	0.900003356436807	0.967185471071995	0.864315801245015	mlp
SBS4	npv	0.9	-1.1699891	0.870581833604071	0.981045303707979	0.900019016829894	mlp
SBS5	precision	0.9	Inf	0.271417740712661	0	0	mlp
SBS5	npv	0.9	-1.943327	0.266393442622951	0.248470948012232	0.991041095890411	mlp
SBS7	precision	0.9	-43.85913	0.900900900900901	1	1	mlp
SBS7	npv	0.9	313.6224	1	0.01	0.999315068493151	mlp
SBS17	precision	0.9	0.5434065	0.900055319933616	0.412351102475289	0.950518573318727	mlp
SBS17	npv	0.9	77.074455	1	8.44808650840585e-05	0.918924657534247	mlp
SBS18	precision	0.9	2.8366542	1	0.000187020759304283	0.963376712328767	mlp
SBS18	npv	0.9	2.8366542	1	0.000187020759304283	0.963376712328767	mlp
SBS31	precision	0.9	1.8832216	0.901129943502825	0.0329477380706466	0.935714432841047	mlp
SBS31	npv	0.9	14.221903	1	0.000103284445362528	0.933684931506849	mlp
SBS33	precision	0.9	3.4363687	0.904761904761905	0.0386965376782077	0.996759830113714	mlp
SBS33	npv	0.9	9.282105	1	0.00203665987780041	0.99663698630137	mlp
SBS44	precision	0.9	0.4852829	0.900668576886342	0.785833333333333	0.998227023745464	mlp
SBS44	npv	0.9	46.95005	1	0.000833333333333333	0.991780821917808	mlp
SBS92	precision	0.9	0.53983444	0.9000085147447	0.647327807945127	0.542556430793672	mlp
SBS92	npv	0.9	-2.8774993	0.678497085761865	0.998091291389377	0.900529100529102	mlp
